frame_number,class_id,x1,y1,x2,y2,conf
0,1,0.057769775390625,78.67622375488281,9.821392059326172,100.18409729003906,0.795204222202301
0,0,357.45465087890625,140.80056762695312,371.0426025390625,154.37509155273438,0.45712560415267944
0,0,183.367431640625,194.53668212890625,199.51434326171875,210.22235107421875,0.3579036593437195
1,1,0.05771827697753906,78.67432403564453,9.828139305114746,100.18424224853516,0.7955499291419983
1,0,357.4571838378906,140.79940795898438,371.0435485839844,154.37051391601562,0.4560641050338745
1,0,183.2827911376953,194.52175903320312,199.5000762939453,210.22360229492188,0.39668479561805725
4,0,177.60760498046875,188.13169860839844,191.4493408203125,203.92018127441406,0.8480744361877441
5,0,175.82638549804688,186.59634399414062,189.02188110351562,201.50900268554688,0.8229050040245056
11,0,160.75643920898438,185.7428436279297,173.62826538085938,199.39698791503906,0.7347369194030762
12,0,159.57589721679688,185.30996704101562,173.66421508789062,199.19107055664062,0.8516092300415039
13,0,158.68724060058594,185.11093139648438,174.0056610107422,199.44332885742188,0.8116973638534546
14,0,158.16790771484375,184.6998291015625,174.08258056640625,199.43499755859375,0.8237937688827515
14,0,355.904296875,147.60128784179688,366.7708740234375,158.43295288085938,0.5044759511947632
16,0,164.6331787109375,185.40867614746094,177.35546875,199.26905822753906,0.403032124042511
17,0,167.64024353027344,186.0428466796875,180.83445739746094,200.03463745117188,0.7528250217437744
18,0,169.41036987304688,186.34091186523438,183.52731323242188,201.35421752929688,0.8550107479095459
19,0,171.30368041992188,188.80081176757812,185.9923095703125,204.31961059570312,0.8530498147010803
20,0,172.39480590820312,191.60191345214844,187.69696044921875,207.2686309814453,0.8859748244285583
21,0,175.6608123779297,195.10140991210938,190.55274963378906,209.92071533203125,0.8585484027862549
22,0,178.30796813964844,199.35801696777344,194.6009063720703,215.0853729248047,0.8803704380989075
23,0,182.29017639160156,205.44931030273438,198.0223846435547,222.52877807617188,0.8582963943481445
24,0,185.23202514648438,216.05780029296875,199.44515991210938,232.23260498046875,0.8633101582527161
25,0,187.968994140625,227.1767578125,202.352783203125,242.63433837890625,0.847385048866272
26,0,190.36871337890625,236.607421875,204.896484375,252.57733154296875,0.8408487439155579
27,0,190.16165161132812,238.17645263671875,204.36221313476562,253.8265380859375,0.8193723559379578
28,0,187.92068481445312,230.003173828125,201.654296875,245.7935791015625,0.7994367480278015
29,0,185.5267333984375,223.48309326171875,199.8004150390625,238.8524169921875,0.8665704131126404
30,0,182.326416015625,216.04312133789062,197.39990234375,231.69332885742188,0.8754664063453674
31,0,179.55117797851562,209.215576171875,195.06521606445312,225.94757080078125,0.8715510368347168
32,0,176.5623779296875,204.19940185546875,193.18704223632812,219.84515380859375,0.8535345196723938
33,0,173.5155029296875,198.2130889892578,191.32052612304688,215.5063934326172,0.8712198138237
34,0,173.114013671875,194.73074340820312,190.51446533203125,212.00924682617188,0.8623886704444885
35,0,173.1595916748047,191.949951171875,190.0686798095703,209.313232421875,0.8660354614257812
36,0,173.03172302246094,190.21498107910156,188.5756072998047,206.7765350341797,0.8807846307754517
37,0,173.46875,188.2577362060547,188.68658447265625,204.77272033691406,0.8710018992424011
38,0,173.74559020996094,186.9913330078125,189.1337432861328,203.57254028320312,0.8656541109085083
39,0,173.9557647705078,186.41659545898438,188.9320526123047,202.98977661132812,0.8619953989982605
40,0,173.80831909179688,186.483642578125,189.00009155273438,203.55050659179688,0.8690330982208252
41,0,174.65618896484375,187.49530029296875,189.06475830078125,204.1904296875,0.8604661822319031
42,0,175.90106201171875,190.16209411621094,189.14697265625,205.0409393310547,0.8187575936317444
43,0,176.95370483398438,193.47329711914062,190.39688110351562,207.40084838867188,0.8600550293922424
44,0,177.6298370361328,198.19793701171875,191.6248321533203,211.3756103515625,0.8416811227798462
45,0,178.14892578125,203.26702880859375,193.3692626953125,217.952392578125,0.8299002051353455
46,0,180.51303100585938,211.23541259765625,194.04904174804688,224.71844482421875,0.33007726073265076
48,0,182.58187866210938,228.4093475341797,195.91845703125,243.94740295410156,0.7935370802879333
49,0,182.415771484375,238.759765625,197.27197265625,254.7825927734375,0.43589892983436584
50,0,178.78558349609375,231.422607421875,194.00506591796875,247.08343505859375,0.8080267906188965
52,0,174.29164123535156,218.03692626953125,186.8574981689453,232.1544189453125,0.6490131616592407
52,0,506.546875,127.68510437011719,516.8033447265625,137.95664978027344,0.2761636972427368
55,0,164.79478454589844,203.56301879882812,178.32862854003906,216.47817993164062,0.40149059891700745
57,0,160.52435302734375,196.28155517578125,174.65103149414062,211.20556640625,0.8315293788909912
57,0,516.2508544921875,121.05557250976562,528.4229736328125,134.708251953125,0.4936486482620239
