6,1,386.30,537.28,35.40,120.14,1.67,1.00
6,2,677.31,525.64,34.67,104.41,1.60,1.00
6,3,1318.96,494.83,57.60,102.64,1.42,1.00
6,4,1204.74,600.71,64.69,146.27,1.67,0.00
6,5,1504.12,546.08,59.96,103.79,0.54,1.00
6,6,726.62,503.24,41.86,79.23,1.50,1.00
6,7,1368.18,527.90,49.56,90.29,1.61,1.00
6,8,843.64,492.07,33.63,94.55,1.63,1.00
6,10,492.80,504.56,24.70,92.01,1.38,1.00
6,12,1484.03,598.77,59.74,102.72,1.40,1.00
6,13,636.74,511.34,24.89,86.66,1.29,1.00
6,14,1031.97,545.28,50.85,152.76,1.00,0.00
6,15,1437.92,555.14,46.92,115.78,1.46,1.00
6,18,577.47,570.05,57.72,121.50,1.60,1.00
6,19,1434.88,539.70,59.76,104.33,0.84,1.00
6,11,1398.11,608.43,57.09,166.36,1.64,0.00
6,9,1040.19,510.31,63.97,98.45,1.10,0.00
6,22,999.71,495.54,30.03,94.44,1.06,0.00
7,1,386.11,538.44,35.33,119.09,1.68,1.00
7,2,679.26,525.45,32.42,104.75,1.62,1.00
7,3,1311.70,504.97,60.98,91.03,1.59,1.00
7,4,1204.38,601.54,66.26,145.35,1.67,0.00
7,5,1512.20,546.00,51.03,103.80,0.52,1.00
7,6,724.26,504.40,46.92,77.18,1.40,1.00
7,7,1370.83,527.74,47.72,89.91,1.60,1.00
7,8,842.62,492.07,34.51,94.08,1.65,1.00
7,10,493.10,504.48,24.86,92.50,1.20,1.00
7,12,1483.62,598.93,63.80,108.37,1.40,1.00
7,13,636.72,505.63,26.16,92.41,1.30,1.00
7,14,1031.98,547.06,48.00,153.01,1.07,0.00
7,15,1436.74,554.80,48.37,114.98,1.49,1.00
7,18,578.03,570.60,56.05,122.04,1.67,1.00
7,19,1436.53,537.89,52.07,104.90,1.20,1.00
7,11,1394.18,608.46,59.34,163.47,1.62,0.00
7,9,1075.87,511.11,29.85,98.04,1.34,0.00
7,22,999.93,495.32,29.32,95.08,1.23,0.00
8,1,386.07,538.89,34.97,118.60,1.67,1.00
8,2,678.86,525.43,33.10,104.59,1.63,1.00
8,3,1304.15,491.73,65.35,106.48,1.67,1.00
8,4,1202.80,601.94,68.67,150.79,1.69,0.00
8,5,1516.47,546.36,46.98,104.82,0.53,1.00
8,6,721.34,503.87,49.79,78.08,1.52,1.00
8,7,1370.97,527.22,47.81,90.64,1.51,1.00
8,8,842.34,492.06,34.83,94.28,1.64,1.00
8,10,493.78,504.68,25.04,91.06,1.35,1.00
8,12,1486.92,595.88,44.96,112.85,1.37,1.00
8,13,633.17,491.18,31.15,106.70,1.22,1.00
8,14,1031.64,543.34,48.53,156.19,1.13,0.00
8,15,1434.71,554.98,50.47,114.17,1.48,1.00
8,18,575.57,569.99,57.28,122.10,1.65,1.00
8,19,1433.34,536.65,56.06,103.38,1.36,1.00
8,11,1391.00,607.90,60.66,157.53,1.52,0.00
8,9,1079.97,511.33,26.50,97.70,1.39,0.00
8,22,999.88,494.89,29.45,95.49,1.30,0.00
8,16,1488.00,596.33,64.43,111.92,0.87,1.00
9,1,386.23,539.06,35.02,117.94,1.67,1.00
9,2,678.88,525.44,33.29,104.65,1.59,1.00
9,3,1303.05,494.85,64.04,102.42,1.63,1.00
9,4,1202.93,602.63,69.41,151.26,1.67,0.00
9,5,1514.99,550.12,48.84,101.38,0.67,1.00
9,6,721.32,504.12,48.85,75.84,1.52,1.00
9,7,1372.55,528.21,45.70,86.91,1.56,1.00
9,8,842.21,492.04,34.68,93.98,1.64,1.00
9,10,494.21,502.15,25.00,93.39,1.25,1.00
9,12,1490.24,596.89,61.80,111.42,1.51,1.00
9,13,635.58,506.30,26.54,91.18,1.28,1.00
9,14,1031.82,543.76,46.69,155.75,0.94,0.00
9,15,1433.30,556.02,52.49,111.55,1.40,1.00
9,18,575.99,570.30,55.43,120.30,1.48,1.00
9,19,1435.86,536.31,53.65,103.99,1.41,1.00
9,11,1381.79,607.85,65.12,169.85,1.62,1.00
9,9,1080.27,511.16,28.09,98.11,1.34,0.00
9,22,999.83,494.92,29.53,95.43,1.30,0.00
10,1,386.18,538.99,35.26,117.51,1.67,1.00
10,2,678.91,525.35,34.17,104.50,1.59,1.00
10,3,1299.14,503.62,64.95,92.96,1.67,1.00
10,4,1201.92,602.49,71.32,162.11,1.68,0.00
10,5,1497.41,551.63,66.26,99.05,0.27,1.00
10,6,718.37,503.68,52.24,76.34,1.52,1.00
10,7,1372.82,526.34,46.31,96.69,1.42,1.00
10,8,842.02,492.13,34.87,93.87,1.63,1.00
10,10,495.49,486.37,24.73,106.49,1.07,1.00
10,12,1493.06,595.79,59.09,112.43,1.55,1.00
10,13,635.57,511.03,25.08,87.25,1.34,1.00
10,14,1032.17,539.06,51.89,159.05,1.39,0.00
10,15,1426.45,554.99,57.57,127.39,1.52,1.00
10,18,574.16,569.97,55.05,116.35,1.58,1.00
10,19,1432.56,535.31,55.28,116.92,1.47,1.00
10,11,1370.71,608.80,74.00,166.89,1.69,0.00
10,9,1080.32,511.31,29.33,97.01,1.45,0.00
10,22,1000.41,496.09,33.84,94.26,0.89,0.00
11,1,386.19,538.93,34.28,115.99,1.67,1.00
11,2,678.95,525.02,34.85,105.02,1.58,1.00
11,3,1295.54,505.71,64.94,91.93,1.69,1.00
11,4,1202.82,603.39,73.17,153.65,1.69,0.00
11,5,1500.09,557.49,62.15,123.64,0.61,1.00
11,6,717.54,503.81,44.39,78.39,1.13,1.00
11,7,1374.72,525.88,42.48,97.44,1.47,1.00
11,8,841.07,492.08,35.67,93.67,1.65,1.00
11,10,495.18,475.03,25.92,116.45,1.21,1.00
11,12,1493.66,593.39,59.47,114.75,0.86,1.00
11,13,635.01,511.98,25.17,85.79,1.28,1.00
11,14,1032.26,538.94,47.42,159.44,1.37,0.00
11,15,1435.91,556.52,46.65,125.37,1.52,1.00
11,18,573.91,569.89,53.95,120.01,1.62,1.00
11,19,1433.21,539.26,52.13,113.41,1.45,1.00
11,11,1366.30,609.59,77.31,166.27,1.69,0.00
11,9,1081.19,510.06,30.92,98.64,1.27,1.00
11,22,1000.43,496.13,35.20,94.13,1.13,0.00
12,1,385.66,538.85,34.96,115.31,1.66,1.00
12,2,679.32,525.09,36.14,105.19,1.59,1.00
12,3,1294.46,491.98,62.02,105.84,1.67,1.00
12,4,1203.15,603.11,73.34,154.00,1.67,0.00
12,5,1501.41,555.87,63.23,120.20,0.97,1.00
12,6,713.99,479.64,33.51,101.83,0.89,1.00
12,7,1376.25,526.37,40.91,95.73,1.52,1.00
12,8,840.41,492.10,36.43,93.32,1.65,1.00
12,10,495.27,504.58,25.18,87.24,1.30,1.00
12,12,1495.15,592.14,55.67,116.73,0.64,1.00
12,13,634.42,512.17,25.96,85.38,1.30,1.00
12,14,1032.25,538.80,45.41,158.96,1.23,0.00
12,15,1435.18,556.01,45.95,125.96,1.54,1.00
12,18,573.34,568.87,52.07,124.53,1.59,1.00
12,19,1430.71,539.71,52.94,113.01,1.47,1.00
12,11,1362.23,610.13,81.73,166.95,1.69,0.00
12,9,1082.20,510.73,35.05,97.59,1.44,1.00
12,22,1000.40,495.79,34.41,94.57,0.89,0.00
12,16,1497.84,591.87,58.73,89.58,0.84,1.00
13,1,385.74,538.88,34.15,115.32,1.66,1.00
13,2,679.21,525.40,36.03,105.14,1.55,1.00
13,3,1293.96,506.84,56.66,91.38,1.63,1.00
13,4,1203.92,603.80,74.58,157.57,1.63,0.00
13,5,1502.80,551.77,61.75,114.37,0.30,1.00
13,6,713.25,489.83,41.61,94.61,0.66,1.00
13,7,1378.07,526.43,39.53,91.49,1.54,1.00
13,8,840.30,492.19,36.59,93.66,1.65,1.00
13,10,496.30,504.19,26.35,90.08,1.46,1.00
13,12,1498.12,590.22,61.42,118.31,1.46,1.00
13,13,634.50,512.55,26.03,84.89,1.32,1.00
13,14,1031.74,539.02,46.31,159.33,1.25,0.00
13,15,1435.03,555.69,44.91,125.45,1.56,1.00
13,18,572.82,568.80,49.38,125.16,1.58,1.00
13,19,1429.04,544.95,52.13,107.31,1.53,1.00
13,11,1358.43,610.06,84.87,166.94,1.70,1.00
13,9,1083.30,511.18,34.59,96.84,1.54,1.00
13,22,1000.31,495.61,34.62,94.69,0.53,0.00
14,1,385.94,538.72,33.59,115.97,1.66,1.00
14,2,679.04,525.52,36.91,105.03,1.52,1.00
14,3,1294.00,507.74,54.45,90.89,1.62,1.00
14,4,1205.11,604.01,75.20,155.85,1.66,0.00
14,5,1507.98,551.74,57.67,112.62,0.85,1.00
14,6,709.26,479.27,36.38,102.60,1.18,1.00
14,7,1380.49,523.52,36.97,94.56,1.50,1.00
14,8,840.15,492.01,36.76,93.90,1.67,1.00
14,10,497.89,504.37,26.19,90.18,1.29,1.00
14,12,1498.09,588.61,56.65,118.15,0.66,1.00
14,13,633.35,513.86,27.94,83.22,1.45,1.00
14,14,1031.97,539.76,44.24,158.23,1.56,0.00
14,15,1433.36,557.01,46.04,124.62,1.55,1.00
14,18,571.23,568.36,48.08,118.78,1.65,1.00
14,19,1427.95,543.28,52.93,108.21,1.51,1.00
14,11,1354.99,612.11,88.13,163.93,1.73,1.00
14,9,1084.22,511.09,35.20,96.66,1.57,1.00
14,22,1000.62,495.16,30.92,95.18,1.12,0.00
14,16,1500.45,590.72,47.88,84.97,0.91,0.00
15,1,387.41,538.65,31.18,113.46,1.63,1.00
15,2,679.32,525.19,38.95,105.51,1.46,1.00
15,3,1294.16,509.74,46.70,88.63,1.69,1.00
15,4,1208.25,604.29,73.33,156.89,1.70,0.00
15,5,1511.31,551.56,57.48,107.68,1.17,1.00
15,6,706.91,479.71,36.19,101.37,1.15,1.00
15,7,1382.63,522.76,35.51,96.39,1.48,1.00
15,8,840.68,492.01,36.02,93.74,1.67,1.00
15,10,499.29,503.46,26.73,91.41,0.90,1.00
15,13,633.35,514.26,27.80,82.63,1.47,1.00
15,14,1031.82,541.08,44.36,157.06,1.55,0.00
15,15,1434.60,557.11,43.65,124.08,1.55,0.00
15,18,570.22,568.06,46.12,122.22,1.61,1.00
15,19,1425.10,550.84,53.84,102.59,1.54,0.00
15,11,1353.55,613.98,87.65,162.64,1.72,1.00
15,9,1085.02,508.70,37.50,99.51,1.58,1.00
15,22,1000.65,495.34,31.09,94.53,0.79,0.00
15,16,1505.83,581.83,54.60,94.36,1.13,1.00
16,1,387.55,538.28,30.55,112.30,1.64,1.00
16,2,679.65,525.67,38.00,104.63,1.51,1.00
16,3,1294.24,509.80,40.95,88.67,1.60,1.00
16,4,1212.14,603.73,71.32,147.69,1.70,0.00
16,5,1510.62,551.61,58.20,105.01,1.17,1.00
16,6,707.15,487.91,38.21,99.08,0.99,1.00
16,7,1387.11,523.34,31.09,97.37,1.42,1.00
16,8,840.70,492.25,36.04,94.10,1.67,1.00
16,10,499.23,504.03,26.58,90.77,1.05,1.00
16,13,632.70,514.48,28.06,81.86,1.46,1.00
16,14,1032.02,542.37,43.61,155.95,1.52,0.00
16,15,1435.64,556.55,41.27,124.69,1.56,0.00
16,18,568.33,567.46,45.37,128.51,1.53,1.00
16,19,1422.49,550.40,55.69,103.40,1.57,0.00
16,11,1353.47,615.73,78.85,161.33,1.73,0.00
16,9,1084.95,508.38,38.51,100.59,1.57,1.00
16,22,1000.66,495.51,30.87,94.30,0.59,0.00
16,16,1507.73,581.64,50.16,93.96,1.38,1.00
17,1,387.34,538.28,30.17,112.62,1.63,1.00
17,2,679.50,525.95,39.17,104.27,1.54,1.00
17,3,1293.50,509.99,33.62,89.08,1.55,1.00
17,4,1215.99,602.95,68.91,141.75,1.62,0.00
17,5,1506.88,551.06,61.23,105.26,0.90,1.00
17,6,702.23,486.60,44.25,101.83,1.07,1.00
17,7,1389.41,523.01,30.01,99.07,1.44,1.00
17,8,840.27,492.27,36.39,93.37,1.68,1.00
17,10,500.35,504.18,26.56,90.24,1.18,1.00
17,13,633.17,514.39,27.59,81.99,1.47,1.00
17,14,1031.59,547.80,43.32,150.56,1.36,0.00
17,15,1434.70,557.07,42.29,123.22,1.56,0.00
17,18,567.17,566.33,43.09,132.46,1.60,1.00
17,19,1419.57,549.74,56.70,105.04,1.56,1.00
17,11,1353.38,616.44,74.71,160.67,1.72,0.00
17,9,1084.74,508.37,41.30,100.66,1.59,1.00
17,22,1000.67,495.62,30.45,94.22,0.50,0.00
17,16,1510.42,582.46,55.34,93.08,1.44,1.00
18,1,387.29,537.04,29.45,113.45,1.63,1.00
18,2,680.70,525.91,40.67,111.53,1.56,1.00
18,3,1290.43,508.82,29.67,89.56,1.46,1.00
18,4,1220.93,601.49,65.55,141.05,1.54,0.00
18,5,1500.53,552.13,69.88,110.86,1.03,1.00
18,6,707.46,479.65,36.25,101.24,0.63,1.00
18,7,1389.07,512.66,37.46,108.98,1.29,1.00
18,8,840.19,492.10,36.69,93.25,1.68,1.00
18,10,501.45,504.57,25.14,89.27,1.37,1.00
18,13,632.33,514.84,28.05,81.54,1.46,1.00
18,14,1031.52,549.03,42.45,149.45,1.25,0.00
18,15,1435.03,557.55,42.52,121.79,1.52,0.00
18,18,565.64,566.78,42.79,130.39,1.32,1.00
18,19,1418.41,549.66,54.38,104.58,1.48,1.00
18,11,1353.66,617.35,55.95,159.48,1.71,0.00
18,9,1087.57,506.56,45.96,100.13,1.60,1.00
18,22,1001.07,495.58,34.63,94.26,0.57,0.00
18,16,1512.54,581.78,55.25,92.81,1.38,1.00
18,23,702.22,501.82,42.57,92.77,0.85,1.00
19,1,387.42,536.68,28.62,111.97,1.62,1.00
19,2,681.37,525.33,42.57,114.20,1.54,1.00
19,3,1286.14,509.11,28.97,88.30,1.51,1.00
19,4,1224.17,600.58,64.56,138.68,1.69,0.00
19,5,1497.06,552.88,74.05,112.34,0.64,1.00
19,6,707.41,481.21,37.85,106.34,0.61,1.00
19,7,1391.30,505.17,48.76,115.63,1.22,1.00
19,8,839.77,491.59,36.35,93.83,1.68,1.00
19,10,501.76,504.06,25.31,90.02,1.46,1.00
19,13,631.57,514.77,28.78,82.26,1.49,1.00
19,14,1031.21,551.21,42.74,147.05,0.91,0.00
19,15,1435.21,557.78,39.81,121.00,1.54,0.00
19,18,564.65,567.31,37.60,116.93,1.56,1.00
19,19,1415.58,552.10,60.32,102.19,1.41,0.00
19,11,1353.05,617.11,57.52,159.62,1.62,0.00
19,9,1088.77,506.78,46.40,101.92,1.63,1.00
19,22,1001.34,496.11,35.35,93.38,0.32,0.00
19,16,1513.81,580.51,58.06,92.43,1.54,1.00
20,1,386.75,536.63,29.10,111.60,1.63,1.00
20,2,681.68,527.24,41.97,111.78,1.57,1.00
20,3,1284.67,508.86,26.55,89.20,1.50,0.00
20,4,1224.41,599.93,64.89,138.19,1.72,0.00
20,5,1503.66,552.38,75.57,103.84,0.66,1.00
20,6,699.18,491.71,45.36,93.64,0.24,1.00
20,7,1392.03,505.30,46.67,113.97,1.22,1.00
20,8,839.46,491.72,35.88,93.06,1.68,1.00
20,10,501.83,504.31,25.52,89.86,1.40,1.00
20,13,631.37,515.03,27.92,82.32,1.49,1.00
20,14,1031.29,550.03,42.48,148.08,1.15,0.00
20,15,1434.89,557.57,42.08,121.57,1.57,0.00
20,18,563.16,567.52,37.78,107.31,1.57,1.00
20,19,1412.06,553.05,59.71,100.83,1.39,1.00
20,11,1353.27,616.95,56.12,159.75,1.72,0.00
20,9,1090.56,506.80,49.25,101.20,1.67,1.00
20,22,1001.39,496.11,35.32,93.34,0.79,0.00
20,16,1513.20,579.83,49.17,92.34,1.28,0.00
21,1,386.97,536.53,28.49,112.16,1.62,1.00
21,2,682.29,528.41,42.26,111.92,1.58,1.00
21,3,1280.23,508.64,28.79,89.18,1.56,1.00
21,4,1225.50,598.82,65.73,136.69,1.70,0.00
21,5,1511.53,552.02,63.60,103.70,0.77,1.00
21,7,1397.16,507.87,44.43,110.81,0.69,1.00
21,8,839.14,491.72,35.83,93.45,1.68,1.00
21,10,501.53,503.86,26.06,90.42,1.40,1.00
21,13,631.26,515.29,27.62,81.41,1.52,1.00
21,14,1031.36,549.22,42.65,149.26,1.29,0.00
21,15,1434.02,555.76,42.24,123.19,1.55,0.00
21,18,562.37,566.53,38.09,108.79,1.41,1.00
21,19,1410.34,550.94,61.72,103.08,1.29,1.00
21,11,1352.49,616.23,53.05,160.72,1.72,0.00
21,9,1091.92,506.92,50.33,100.74,1.68,1.00
21,22,1001.34,496.00,35.13,93.58,0.57,0.00
21,16,1517.80,579.87,44.40,92.16,1.12,0.00
22,1,387.19,535.40,28.45,115.89,1.62,1.00
22,2,683.16,529.62,41.82,111.52,1.58,1.00
22,3,1276.63,506.56,33.78,92.70,1.57,1.00
22,4,1225.76,597.38,66.98,140.42,1.71,0.00
22,5,1516.46,552.05,56.88,102.62,0.32,1.00
22,7,1398.84,505.71,42.00,114.32,0.88,1.00
22,8,838.93,491.21,36.04,93.81,1.69,1.00
22,10,501.66,503.73,26.34,89.09,1.24,1.00
22,13,630.81,518.16,27.22,78.96,1.46,1.00
22,14,1031.25,557.15,42.41,140.67,1.49,0.00
22,15,1434.23,555.00,42.72,123.77,1.55,0.00
22,18,560.74,566.98,39.36,111.97,1.56,1.00
22,19,1405.42,552.10,57.87,102.35,1.32,1.00
22,11,1345.93,615.47,56.99,161.26,1.72,0.00
22,9,1092.45,507.22,53.02,101.07,1.68,1.00
22,22,1001.08,496.20,33.75,94.16,0.21,0.00
22,16,1517.18,580.20,61.69,97.16,1.49,1.00
23,1,386.69,535.30,28.80,116.39,1.62,1.00
23,2,683.96,530.35,43.70,109.38,1.61,1.00
23,3,1274.81,504.92,34.80,95.76,1.57,1.00
23,4,1225.63,596.19,67.77,141.91,1.71,0.00
23,5,1515.74,552.30,59.80,103.09,1.20,1.00
23,7,1402.55,505.82,39.42,111.17,1.30,1.00
23,8,838.81,491.46,36.00,91.55,1.65,1.00
23,10,501.90,502.11,27.15,89.90,1.21,1.00
23,13,628.92,516.33,27.89,79.05,1.46,1.00
23,14,1031.62,554.00,41.93,143.53,1.49,0.00
23,15,1434.20,555.08,40.92,123.58,1.53,0.00
23,18,558.15,567.44,41.17,107.23,1.34,1.00
23,19,1407.70,540.01,52.00,113.81,1.36,1.00
23,11,1339.94,614.48,62.29,161.99,1.67,0.00
23,9,1094.32,507.02,53.08,100.98,1.69,1.00
23,22,1000.95,495.63,31.71,93.89,0.66,0.00
23,16,1515.89,580.55,63.99,92.55,1.52,1.00
24,1,385.78,535.02,29.73,118.46,1.62,1.00
24,2,684.67,530.41,44.14,109.61,1.60,1.00
24,3,1272.07,505.47,36.09,93.88,1.58,1.00
24,4,1227.01,594.72,68.02,136.52,1.70,0.00
24,5,1516.31,552.25,57.33,103.35,1.29,1.00
24,7,1402.56,504.57,36.59,113.11,0.87,1.00
24,8,838.84,490.96,34.32,92.61,1.66,1.00
24,10,502.58,503.03,30.92,88.86,1.26,1.00
24,13,626.82,515.99,30.47,81.01,1.49,1.00
24,14,1031.62,555.60,42.12,141.47,1.56,1.00
24,15,1433.05,555.45,42.65,112.74,1.47,0.00
24,18,556.86,567.36,41.10,114.34,1.53,1.00
24,19,1415.70,541.70,42.99,111.44,1.10,1.00
24,11,1338.02,613.52,50.96,163.13,1.68,0.00
24,9,1095.29,507.90,54.78,100.12,1.66,1.00
24,22,1001.09,496.12,31.30,93.56,0.60,0.00
24,16,1516.11,581.92,65.69,104.68,1.56,1.00
24,17,1404.27,556.15,52.71,97.48,1.32,1.00
25,1,385.95,535.01,29.43,117.57,1.62,1.00
25,2,685.55,530.38,43.36,110.07,1.60,1.00
25,3,1269.26,504.18,37.75,94.49,1.61,1.00
25,4,1225.91,592.77,70.36,143.42,1.70,0.00
25,5,1516.53,552.42,55.20,105.75,0.69,1.00
25,7,1402.11,505.09,40.15,113.67,1.02,1.00
25,8,838.72,491.04,34.07,92.54,1.68,1.00
25,10,502.15,502.80,29.87,89.12,1.23,1.00
25,13,627.18,516.04,30.10,81.15,1.49,1.00
25,14,1031.62,555.59,42.00,141.81,1.54,1.00
25,15,1433.91,555.17,42.29,109.47,1.49,0.00
25,18,555.68,567.37,40.85,118.90,1.54,1.00
25,19,1412.45,540.40,44.69,110.33,1.13,1.00
25,11,1338.58,613.16,43.67,163.51,1.66,0.00
25,9,1098.01,507.40,52.92,100.43,1.66,1.00
25,22,1001.09,496.19,31.15,93.48,0.71,0.00
25,16,1516.77,579.49,65.95,109.07,1.54,1.00
25,17,1403.56,559.82,43.98,93.51,1.19,1.00
26,1,385.73,534.83,29.67,117.85,1.62,1.00
26,2,686.25,530.53,42.94,110.15,1.58,1.00
26,3,1262.60,503.36,43.68,94.81,1.63,1.00
26,4,1230.34,592.23,68.49,134.96,1.71,0.00
26,5,1517.41,552.07,54.50,105.93,1.12,1.00
26,7,1402.05,505.88,39.65,113.88,1.02,1.00
26,8,838.33,491.02,34.61,92.60,1.68,1.00
26,10,503.24,502.89,28.49,89.50,1.38,1.00
26,13,626.19,516.75,30.16,80.17,1.55,1.00
26,14,1031.55,555.62,42.15,141.58,1.57,1.00
26,15,1430.28,552.53,40.63,113.09,1.44,0.00
26,18,554.20,567.64,41.56,112.01,0.90,1.00
26,19,1405.31,546.71,52.95,107.45,1.41,1.00
26,11,1334.76,611.65,47.24,164.88,1.70,0.00
26,9,1099.25,507.56,52.17,100.03,1.63,1.00
26,22,1000.98,495.83,31.87,94.09,0.42,0.00
26,16,1519.59,566.31,63.42,122.71,1.51,1.00
